Math,CC.12.A.REI.7,9-12,A.REI,7,Solve systems of equations.,"Solve a simple system consisting of a linear equation and a quadratic equation in two variables algebraically and graphically. For example, find the points of intersection between the line y = –3x and the circle x^2 + y^2 = 3."
Math,CC.9.A.REI.8,9-12,A.REI,8,Solve systems of equations.,Represent a system of linear equations as a single matrix equation in a vector variable.
Math,CC.10.A.REI.8,9-12,A.REI,8,Solve systems of equations.,Represent a system of linear equations as a single matrix equation in a vector variable.
Math,CC.11.A.REI.8,9-12,A.REI,8,Solve systems of equations.,Represent a system of linear equations as a single matrix equation in a vector variable.
Math,CC.12.A.REI.8,9-12,A.REI,8,Solve systems of equations.,Represent a system of linear equations as a single matrix equation in a vector variable.
Math,CC.9.A.REI.9,9-12,A.REI,9,Solve systems of equations.,Find the inverse of a matrix if it exists and use it to solve systems of linear equations (using technology for matrices of dimension 3 × 3 or greater).
Math,CC.10.A.REI.9,9-12,A.REI,9,Solve systems of equations.,Find the inverse of a matrix if it exists and use it to solve systems of linear equations (using technology for matrices of dimension 3 × 3 or greater).
Math,CC.11.A.REI.9,9-12,A.REI,9,Solve systems of equations.,Find the inverse of a matrix if it exists and use it to solve systems of linear equations (using technology for matrices of dimension 3 × 3 or greater).
Math,CC.12.A.REI.9,9-12,A.REI,9,Solve systems of equations.,Find the inverse of a matrix if it exists and use it to solve systems of linear equations (using technology for matrices of dimension 3 × 3 or greater).
Math,CC.9.A.REI.10,9-12,A.REI,10,Represent and solve equations and inequalities graphically.,"Understand that the graph of an equation in two variables is the set of all its solutions plotted in the coordinate plane, often forming a curve (which could be a line)."
Math,CC.10.A.REI.10,9-12,A.REI,10,Represent and solve equations and inequalities graphically.,"Understand that the graph of an equation in two variables is the set of all its solutions plotted in the coordinate plane, often forming a curve (which could be a line)."
Math,CC.11.A.REI.10,9-12,A.REI,10,Represent and solve equations and inequalities graphically.,"Understand that the graph of an equation in two variables is the set of all its solutions plotted in the coordinate plane, often forming a curve (which could be a line)."
Math,CC.12.A.REI.10,9-12,A.REI,10,Represent and solve equations and inequalities graphically.,"Understand that the graph of an equation in two variables is the set of all its solutions plotted in the coordinate plane, often forming a curve (which could be a line)."
Math,CC.9.A.REI.11,9-12,A.REI,11,Represent and solve equations and inequalities graphically.,"Explain why the x-coordinates of the points where the graphs of the equations y = f(x) and y = g(x) intersect are the solutions of the equation f(x) = g(x); find the solutions approximately, e.g., using technology to graph the functions, make tables of values, or find successive approximations. Include cases where f(x) and/or g(x) are linear, polynomial, rational, absolute value, exponential, and logarithmic functions.*"
Math,CC.10.A.REI.11,9-12,A.REI,11,Represent and solve equations and inequalities graphically.,"Explain why the x-coordinates of the points where the graphs of the equations y = f(x) and y = g(x) intersect are the solutions of the equation f(x) = g(x); find the solutions approximately, e.g., using technology to graph the functions, make tables of values, or find successive approximations. Include cases where f(x) and/or g(x) are linear, polynomial, rational, absolute value, exponential, and logarithmic functions.*"
Math,CC.11.A.REI.11,9-12,A.REI,11,Represent and solve equations and inequalities graphically.,"Explain why the x-coordinates of the points where the graphs of the equations y = f(x) and y = g(x) intersect are the solutions of the equation f(x) = g(x); find the solutions approximately, e.g., using technology to graph the functions, make tables of values, or find successive approximations. Include cases where f(x) and/or g(x) are linear, polynomial, rational, absolute value, exponential, and logarithmic functions.*"
Math,CC.12.A.REI.11,9-12,A.REI,11,Represent and solve equations and inequalities graphically.,"Explain why the x-coordinates of the points where the graphs of the equations y = f(x) and y = g(x) intersect are the solutions of the equation f(x) = g(x); find the solutions approximately, e.g., using technology to graph the functions, make tables of values, or find successive approximations. Include cases where f(x) and/or g(x) are linear, polynomial, rational, absolute value, exponential, and logarithmic functions.*"
Math,CC.9.A.REI.12,9-12,A.REI,12,Represent and solve equations and inequalities graphically.,"Graph the solutions to a linear inequality in two variables as a half-plane (excluding the boundary in the case of a strict inequality), and graph the solution set to a system of linear inequalities in two variables as the intersection of the corresponding half-planes."
Math,CC.10.A.REI.12,9-12,A.REI,12,Represent and solve equations and inequalities graphically.,"Graph the solutions to a linear inequality in two variables as a half-plane (excluding the boundary in the case of a strict inequality), and graph the solution set to a system of linear inequalities in two variables as the intersection of the corresponding half-planes."
Math,CC.11.A.REI.12,9-12,A.REI,12,Represent and solve equations and inequalities graphically.,"Graph the solutions to a linear inequality in two variables as a half-plane (excluding the boundary in the case of a strict inequality), and graph the solution set to a system of linear inequalities in two variables as the intersection of the corresponding half-planes."
Math,CC.12.A.REI.12,9-12,A.REI,12,Represent and solve equations and inequalities graphically.,"Graph the solutions to a linear inequality in two variables as a half-plane (excluding the boundary in the case of a strict inequality), and graph the solution set to a system of linear inequalities in two variables as the intersection of the corresponding half-planes."
Math,CC.9.F.IF.1,9-12,F.IF,1,Understand the concept of a function and use function notation.,"Understand that a function from one set (called the domain) to another set (called the range) assigns to each element of the domain exactly one element of the range. If f is a function and x is an element of its domain, then f(x) denotes the output of f corresponding to the input x. The graph of f is the graph of the equation y = f(x)."
Math,CC.10.F.IF.1,9-12,F.IF,1,Understand the concept of a function and use function notation.,"Understand that a function from one set (called the domain) to another set (called the range) assigns to each element of the domain exactly one element of the range. If f is a function and x is an element of its domain, then f(x) denotes the output of f corresponding to the input x. The graph of f is the graph of the equation y = f(x)."
Math,CC.11.F.IF.1,9-12,F.IF,1,Understand the concept of a function and use function notation.,"Understand that a function from one set (called the domain) to another set (called the range) assigns to each element of the domain exactly one element of the range. If f is a function and x is an element of its domain, then f(x) denotes the output of f corresponding to the input x. The graph of f is the graph of the equation y = f(x)."
Math,CC.12.F.IF.1,9-12,F.IF,1,Understand the concept of a function and use function notation.,"Understand that a function from one set (called the domain) to another set (called the range) assigns to each element of the domain exactly one element of the range. If f is a function and x is an element of its domain, then f(x) denotes the output of f corresponding to the input x. The graph of f is the graph of the equation y = f(x)."
Math,CC.9.F.IF.2,9-12,F.IF,2,Understand the concept of a function and use function notation.,"Use function notation, evaluate functions for inputs in their domains, and interpret statements that use function notation in terms of a context."
Math,CC.10.F.IF.2,9-12,F.IF,2,Understand the concept of a function and use function notation.,"Use function notation, evaluate functions for inputs in their domains, and interpret statements that use function notation in terms of a context."
Math,CC.11.F.IF.2,9-12,F.IF,2,Understand the concept of a function and use function notation.,"Use function notation, evaluate functions for inputs in their domains, and interpret statements that use function notation in terms of a context."
Math,CC.12.F.IF.2,9-12,F.IF,2,Understand the concept of a function and use function notation.,"Use function notation, evaluate functions for inputs in their domains, and interpret statements that use function notation in terms of a context."
Math,CC.9.F.IF.3,9-12,F.IF,3,Understand the concept of a function and use function notation.,"Recognize that sequences are functions, sometimes defined recursively, whose domain is a subset of the integers. For example, the Fibonacci sequence is defined recursively by f(0) = f(1) = 1, f(n+1) = f(n) + f(n-1) for n ≥ 1 (n is greater than or equal to 1)."
Math,CC.10.F.IF.3,9-12,F.IF,3,Understand the concept of a function and use function notation.,"Recognize that sequences are functions, sometimes defined recursively, whose domain is a subset of the integers. For example, the Fibonacci sequence is defined recursively by f(0) = f(1) = 1, f(n+1) = f(n) + f(n-1) for n ≥ 1 (n is greater than or equal to 1)."
